2.532,2.609,2.654,2.585
2.647,2.601,2.619,2.5823
2.629,2.528,2.5904,2.5797
2.584,2.563,2.5877,2.577
2.598,2.5753,2.6128,2.581
0.115,0.081,0.066316,0.0079964
