51,51,51
50.8,50.5,50.2
51.04,51.25,51.64
50.232,49.125,47.928
50.386,50.062,50.386
50.108,49.531,49.277
49.687,48.766,48.255
49.949,49.883,50.451
47.96,44.941,42.09
47.968,46.471,46.818
48.774,49.235,50.964
49.219,50.118,50.993
